name,piece,id,nevydražené,poradové_číslo,vyvolávacia_cena,konečná_cena,cena_v predaji,odhadovaná_cena,vysledok
PRUKNER ŠTEFAN (1931 - 2011),Krajina,PRUKNER ŠTEFAN (1931 - 2011) Krajina,NA,131,350,350,NA,NA,0
PRUKNER ŠTEFAN (1931 - 2011),Na dedine,PRUKNER ŠTEFAN (1931 - 2011) Na dedine,NA,255,600,NA,NA,NA,NA
PRUKNER ŠTEFAN (1931 - 2011),Námestie v Banskej Bystrici,PRUKNER ŠTEFAN (1931 - 2011) Námestie v Banskej Bystrici,NA,256,600,500,NA,NA,-100
PRUKNER ŠTEFAN (1931 - 2011),Pastier oviec,PRUKNER ŠTEFAN (1931 - 2011) Pastier oviec,NA,259,400,320,NA,NA,-80
PRUKNER ŠTEFAN (1931 - 2011),Ruská ruleta,PRUKNER ŠTEFAN (1931 - 2011) Ruská ruleta,NA,211,1200,950,NA,NA,-250
PRUKNER ŠTEFAN (1931 - 2011),S papagájom,PRUKNER ŠTEFAN (1931 - 2011) S papagájom,NA,176,1200,NA,NA,NA,NA
PRUKNER ŠTEFAN (1931 - 2011),Smutné peklo (Planéta záhadných predstáv),PRUKNER ŠTEFAN (1931 - 2011) Smutné peklo (Planéta záhadných predstáv),NA,196,700,NA,NA,NA,NA
PRUKNER ŠTEFAN (1931 - 2011),V meste (Banská Bystrica),PRUKNER ŠTEFAN (1931 - 2011) V meste (Banská Bystrica),NA,213,800,1250,NA,NA,450
PRUKNER ŠTEFAN (1931 - 2011),Vlak nad dedinou,PRUKNER ŠTEFAN (1931 - 2011) Vlak nad dedinou,NA,194,550,550,NA,NA,0
PRUKNER ŠTEFAN (1931 - 2011),Žena - V uličke,PRUKNER ŠTEFAN (1931 - 2011) Žena - V uličke,NA,132,350,350,NA,NA,0
PRUKNER ŠTEFAN (1931 - 2011),Zima v meste,PRUKNER ŠTEFAN (1931 - 2011) Zima v meste,NA,227,500,500,NA,NA,0
PRUKNER ŠTEFAN (1931 - 2011),Zimná dedina,PRUKNER ŠTEFAN (1931 - 2011) Zimná dedina,NA,195,500,500,NA,NA,0
PRUKNER ŠTEFAN (1931 - 2011),Zimný deň,PRUKNER ŠTEFAN (1931 - 2011) Zimný deň,NA,218,500,2100,NA,NA,1600
PRUKNER ŠTEFAN (1931 - 2011),Zimný les,PRUKNER ŠTEFAN (1931 - 2011) Zimný les,NA,196,500,400,NA,NA,-100
PÜTTNER JOSEF CARL BERTHOLD -  PRIPISOVANÉ (1821 - 1881),V morskej zátoke,PÜTTNER JOSEF CARL BERTHOLD -  PRIPISOVANÉ (1821 - 1881) V morskej zátoke,NA,198,2e3,NA,NA,NA,NA
RABAS VÁCLAV (1885 - ?),Kytica,RABAS VÁCLAV (1885 - ?) Kytica,NA,184,1200,NA,NA,NA,NA
RABAS VÁCLAV (1885 - ?),Kytica v džbáne,RABAS VÁCLAV (1885 - ?) Kytica v džbáne,NA,183,1200,NA,NA,NA,NA
RABAS VÁCLAV (1885 - 1954),Kytica,RABAS VÁCLAV (1885 - 1954) Kytica,NA,200,900,NA,NA,NA,NA
RABAS VÁCLAV (1885 - 1954),Kytica v džbáne,RABAS VÁCLAV (1885 - 1954) Kytica v džbáne,NA,216,2500,NA,NA,NA,NA
RABAS VÁCLAV (1885 - 1954),Kytica v džbáne,RABAS VÁCLAV (1885 - 1954) Kytica v džbáne,NA,199,900,NA,NA,NA,NA
RÁKOSI ERNEST (1881 - 1973),Letný podvečer,RÁKOSI ERNEST (1881 - 1973) Letný podvečer,NA,82,700,NA,NA,NA,NA
RÁKOSI ERNEST (1881 - 1973),Stromy,RÁKOSI ERNEST (1881 - 1973) Stromy,NA,63,350,350,NA,NA,0
RAMPÁKOVÁ ĽUDMILA  (1945),Zachránila som aspoň túto skalu (v spolupráci s Petrom Bartošom),RAMPÁKOVÁ ĽUDMILA  (1945) Zachránila som aspoň túto skalu (v spolupráci s Petrom Bartošom),NA,77,NA,NA,500 €,NA,NA
RAMPÁKOVÁ ĽUDMILA (1945),Budúce riešenia parku južného podhradia (v spolupráci s Petrom Bartošom),RAMPÁKOVÁ ĽUDMILA (1945) Budúce riešenia parku južného podhradia (v spolupráci s Petrom Bartošom),NA,262,800,NA,NA,NA,NA
RAMPÁKOVÁ ĽUDMILA (1945),Nomad – art. Spoznanie A-Ž,RAMPÁKOVÁ ĽUDMILA (1945) Nomad – art. Spoznanie A-Ž,NA,222,4e3,NA,NA,NA,NA
RAMPÁKOVÁ ĽUDMILA (1945),"Od zachránenej skaly, začína sa budúce archeologické prostredie","RAMPÁKOVÁ ĽUDMILA (1945) Od zachránenej skaly, začína sa budúce archeologické prostredie",NA,224,250,NA,NA,NA,NA
RAMPÁKOVÁ ĽUDMILA (1945),Zachránila som aspoň túto predhistorickú skalu...,RAMPÁKOVÁ ĽUDMILA (1945) Zachránila som aspoň túto predhistorickú skalu...,NA,77,NA,NA,NA,NA,NA
RAMPÁKOVÁ ĽUDMILA (1945),Zachránila som aspoň túto predhistorickú skalu.... .,RAMPÁKOVÁ ĽUDMILA (1945) Zachránila som aspoň túto predhistorickú skalu.... .,NA,263,250,NA,NA,NA,NA
RAMPÁKOVÁ ĽUDMILA (1945),Začiatok archeologického výskumu,RAMPÁKOVÁ ĽUDMILA (1945) Začiatok archeologického výskumu,NA,223,200,NA,NA,NA,NA
RAPPAPORT DORIS (XIX. - XX.),Hráč na mandolínu,RAPPAPORT DORIS (XIX. - XX.) Hráč na mandolínu,NA,155,1500,1500,NA,NA,0
RAŠKA JÁN (1962),Kompozícia,RAŠKA JÁN (1962) Kompozícia,NA,346,250,NA,NA,NA,NA
RAŠLA MILAN (1946),Pre Danielu,RAŠLA MILAN (1946) Pre Danielu,NA,200,280,280,NA,NA,0
RAU EMIL (XIX. - XX.),Veselý gitarista,RAU EMIL (XIX. - XX.) Veselý gitarista,NA,146,800,NA,NA,NA,NA
RAUSCH LEONARD (1813 - 1895),Portrét muža,RAUSCH LEONARD (1813 - 1895) Portrét muža,NA,57,1e3,NA,NA,NA,NA
RAUSCH LEONARD (1813 - 1895),Portrét ženy,RAUSCH LEONARD (1813 - 1895) Portrét ženy,NA,56,1e3,NA,NA,NA,NA
REICHENTÁL FRANTIŠEK  (1895 - 1971),Zlievač II.,REICHENTÁL FRANTIŠEK  (1895 - 1971) Zlievač II.,NA,43,NA,NA,2 500 €,NA,NA
REICHENTÁL FRANTIŠEK (1895 - 1971),Dedina s kostolom,REICHENTÁL FRANTIŠEK (1895 - 1971) Dedina s kostolom,NA,127,4e3,NA,NA,NA,NA
REICHENTÁL FRANTIŠEK (1895 - 1971),Lode v prístave,REICHENTÁL FRANTIŠEK (1895 - 1971) Lode v prístave,NA,78,800,NA,NA,NA,NA
REICHENTÁL FRANTIŠEK (1895 - 1971),Na ceste,REICHENTÁL FRANTIŠEK (1895 - 1971) Na ceste,NA,63,NA,5e3,NA,"5 000,00 - 6 000,00 €",NA
REICHENTÁL FRANTIŠEK (1895 - 1971),Surrealistická kompozícia,REICHENTÁL FRANTIŠEK (1895 - 1971) Surrealistická kompozícia,NA,130,300,240,NA,NA,-60
REICHENTÁL FRANTIŠEK (1895 - 1971),V osade,REICHENTÁL FRANTIŠEK (1895 - 1971) V osade,NA,131,300,NA,NA,NA,NA
REICHENTÁL FRANTIŠEK (1895 - 1971),Verdikt,REICHENTÁL FRANTIŠEK (1895 - 1971) Verdikt,NA,79,6500,NA,NA,NA,NA
REICHENTÁL FRANTIŠEK (1895 - 1971),Vojna,REICHENTÁL FRANTIŠEK (1895 - 1971) Vojna,NA,132,300,300,NA,NA,0
REICHMANN GEORGE FRIEDRICH– PRIPISOVANÉ (1798 - 1853),Osamelý kôň,REICHMANN GEORGE FRIEDRICH– PRIPISOVANÉ (1798 - 1853) Osamelý kôň,NA,157,300,1e3,NA,NA,700
REINER LÁSZLÓ (XIX. - XX.),Zátišie so starožitným porcelánom,REINER LÁSZLÓ (XIX. - XX.) Zátišie so starožitným porcelánom,NA,164,350,280,NA,NA,-70
RICHTER LUDWIG  - pripisované (1803 - 1884),Zberači raždia,RICHTER LUDWIG  - pripisované (1803 - 1884) Zberači raždia,NA,212,3e3,2500,NA,NA,-500
RIEGER ALBERT  - PRIPISOVANÉ (1834 - 1905),Horská riava,RIEGER ALBERT  - PRIPISOVANÉ (1834 - 1905) Horská riava,NA,173,1800,1850,NA,NA,50
RIEGER ALBERT (1834 – 1905),Horský potok s mostom,RIEGER ALBERT (1834 – 1905) Horský potok s mostom,NA,180,800,1550,NA,NA,750
RIGELE (RIEGELE) ALOJZ (1879 – 1940),Flóra,RIGELE (RIEGELE) ALOJZ (1879 – 1940) Flóra,NA,66,1200,1200,NA,NA,0
RIGELE ALOJZ (1879 - 1940),Beethoven,RIGELE ALOJZ (1879 - 1940) Beethoven,NA,54,500,NA,NA,NA,NA
RING JENŐ K. (XIX. - XX.),Na trhu,RING JENŐ K. (XIX. - XX.) Na trhu,NA,173,700,NA,NA,NA,NA
RING PIETER DE (1620 - 1660),Zátišie s ovocím,RING PIETER DE (1620 - 1660) Zátišie s ovocím,NA,195,25e3,NA,NA,NA,NA
RITTER VON PETENKOFFEN AUGUST – PRIPISOVANÉ (1822 - 1889),Cigánsky tábor,RITTER VON PETENKOFFEN AUGUST – PRIPISOVANÉ (1822 - 1889) Cigánsky tábor,NA,174,1500,1200,NA,NA,-300
RIZZO DA SANTACROCCE FRANCESCO (1500 - 1541),Sacra Conversatione,RIZZO DA SANTACROCCE FRANCESCO (1500 - 1541) Sacra Conversatione,NA,182,39e3,39e3,NA,NA,0
ROHR R. (XIX. - XX.),Kvetinové zátišie,ROHR R. (XIX. - XX.) Kvetinové zátišie,NA,185,120,NA,NA,NA,NA
ROLL ALFRED PHILIPPE (1847 - 1919),Muž s flautou,ROLL ALFRED PHILIPPE (1847 - 1919) Muž s flautou,NA,189,500,NA,NA,NA,NA
ROLLER PETER (1948),Kompozícia,ROLLER PETER (1948) Kompozícia,NA,246,100,100,NA,NA,0
ROMAŇÁK PETER (1932),Krajina,ROMAŇÁK PETER (1932) Krajina,NA,50,300,500,NA,NA,200
RÓNAIOVÁ  VERONIKA (1951),Autoidentifikácia I.,RÓNAIOVÁ  VERONIKA (1951) Autoidentifikácia I.,NA,261,1600,NA,NA,NA,NA
RÓNAIOVÁ  VERONIKA (1951),Autoidentifikácia II.,RÓNAIOVÁ  VERONIKA (1951) Autoidentifikácia II.,NA,260,1700,NA,NA,NA,NA
RÓNAIOVÁ  VERONIKA (1951),Metamorfóza,RÓNAIOVÁ  VERONIKA (1951) Metamorfóza,NA,259,3600,NA,NA,NA,NA
ROOS PHILIPP PETER - OKRUH (1655/56 - 1706),Pastorálna scéna I.,ROOS PHILIPP PETER - OKRUH (1655/56 - 1706) Pastorálna scéna I.,NA,24,NA,NA,NA,NA,NA
ROOS PHILIPP PETER - OKRUH (1655/56 - 1706),Pastorálna scéna II.,ROOS PHILIPP PETER - OKRUH (1655/56 - 1706) Pastorálna scéna II.,NA,25,NA,NA,NA,NA,NA
ROOS PHILIPP PETER – PRIPISOVANÉ (1655/56 - 1706),Pastier s dobytkom,ROOS PHILIPP PETER – PRIPISOVANÉ (1655/56 - 1706) Pastier s dobytkom,NA,178,2900,NA,NA,NA,NA
ROSSI GIUSEPPE (1823 - 1907),Imaginárny portrét slepého Homéra,ROSSI GIUSEPPE (1823 - 1907) Imaginárny portrét slepého Homéra,NA,129,6e3,NA,NA,NA,NA
ROTTER G. (XIX. – XX.),Mesto pod Alpami,ROTTER G. (XIX. – XX.) Mesto pod Alpami,NA,182,1500,1550,NA,NA,50
ROUS FRANTIŠEK (1872 - 1936),Ruja,ROUS FRANTIŠEK (1872 - 1936) Ruja,NA,207,400,NA,NA,NA,NA
ROUSSEAU THÉODORE (1812 - 1867),Samota v Barbizone,ROUSSEAU THÉODORE (1812 - 1867) Samota v Barbizone,NA,14,NA,NA,NA,NA,NA
RUDAVSKÁ MÁRIA (1941),Ochrankyňa,RUDAVSKÁ MÁRIA (1941) Ochrankyňa,NA,287,400,NA,NA,NA,NA
RUDAVSKÁ MÁRIA (1941),Strážkyne,RUDAVSKÁ MÁRIA (1941) Strážkyne,NA,288,250,NA,NA,NA,NA
RUDAVSKÝ ANDREJ (1933 - 2016),Reflexia noci I.,RUDAVSKÝ ANDREJ (1933 - 2016) Reflexia noci I.,NA,214,1100,3e3,NA,NA,1900
RUDAVSKÝ ANDREJ (1933 - 2016),Symbol,RUDAVSKÝ ANDREJ (1933 - 2016) Symbol,NA,304,600,NA,NA,NA,NA
RUDAVSKÝ ANDREJ (1933),Bojovník,RUDAVSKÝ ANDREJ (1933) Bojovník,NA,285,600,NA,NA,NA,NA
RUDAVSKÝ ANDREJ (1933),Dvojica,RUDAVSKÝ ANDREJ (1933) Dvojica,NA,228,200,NA,NA,NA,NA
RUDAVSKÝ ANDREJ (1933),Geometrická kompozícia,RUDAVSKÝ ANDREJ (1933) Geometrická kompozícia,NA,227,500,NA,NA,NA,NA
RUDAVSKÝ ANDREJ (1933),Hlava s hlaholikou,RUDAVSKÝ ANDREJ (1933) Hlava s hlaholikou,NA,249,5e3,NA,NA,NA,NA
RUDAVSKÝ ANDREJ (1933),Hlava ženy,RUDAVSKÝ ANDREJ (1933) Hlava ženy,NA,230,700,550,NA,NA,-150
RUDAVSKÝ ANDREJ (1933),Horská madona,RUDAVSKÝ ANDREJ (1933) Horská madona,NA,222,1500,NA,NA,NA,NA
RUDAVSKÝ ANDREJ (1933),Kalvária,RUDAVSKÝ ANDREJ (1933) Kalvária,NA,232,650,NA,NA,NA,NA
RUDAVSKÝ ANDREJ (1933),Kaplnka,RUDAVSKÝ ANDREJ (1933) Kaplnka,NA,54,NA,NA,NA,NA,NA
RUDAVSKÝ ANDREJ (1933),Pastiersky motív,RUDAVSKÝ ANDREJ (1933) Pastiersky motív,NA,226,2e3,NA,NA,NA,NA
RUDAVSKÝ ANDREJ (1933),Pohanská bohyňa,RUDAVSKÝ ANDREJ (1933) Pohanská bohyňa,NA,248,1e3,1550,NA,NA,550
RUDAVSKÝ ANDREJ (1933),Veľkomoravský motív,RUDAVSKÝ ANDREJ (1933) Veľkomoravský motív,NA,215,650,NA,NA,NA,NA
RUDAVSKÝ ANDREJ (1933),Vidiecky motív,RUDAVSKÝ ANDREJ (1933) Vidiecky motív,NA,233,650,NA,NA,NA,NA
RUDAVSKÝ ONDREJ (1966),Procession of a new queen,RUDAVSKÝ ONDREJ (1966) Procession of a new queen,NA,137,400,NA,NA,NA,NA
RUDNAY GYULA (JÚLIUS) (1878 - 1957),Dedinka,RUDNAY GYULA (JÚLIUS) (1878 - 1957) Dedinka,NA,43,700,NA,NA,NA,NA
RUDNAY GYULA (JÚLIUS) (1878 - 1957),Dedinka pod horami,RUDNAY GYULA (JÚLIUS) (1878 - 1957) Dedinka pod horami,NA,63,1500,NA,NA,NA,NA
RUDNAY GYULA (JÚLIUS) (1878 - 1957),Na horskej ceste,RUDNAY GYULA (JÚLIUS) (1878 - 1957) Na horskej ceste,NA,42,1500,NA,NA,NA,NA
RUDNAY GYULA (JÚLIUS) (1878 - 1957),Portrét muža z profilu,RUDNAY GYULA (JÚLIUS) (1878 - 1957) Portrét muža z profilu,NA,43,450,NA,NA,NA,NA
RUDNAY GYULA (JÚLIUS) (1878 - 1957),Pred búrkou,RUDNAY GYULA (JÚLIUS) (1878 - 1957) Pred búrkou,NA,59,500,NA,NA,NA,NA
RUDOLF SIKORA (1946),Kamenná krajina,RUDOLF SIKORA (1946) Kamenná krajina,NA,67,NA,NA,NA,NA,NA
RUTKAY-NEDECKÝ VILIAM (1892 - 1967),Mačiatko,RUTKAY-NEDECKÝ VILIAM (1892 - 1967) Mačiatko,NA,37,350,350,NA,NA,0
RUTTKAY-NEDECKÝ VILIAM  (1892 - 1967),Zátišie s krčahom a melónom,RUTTKAY-NEDECKÝ VILIAM  (1892 - 1967) Zátišie s krčahom a melónom,NA,44,NA,NA,2 000 €,NA,NA
RUTTKAY-NEDECKÝ VILIAM (1892 - 1967),Gladioly vo váze,RUTTKAY-NEDECKÝ VILIAM (1892 - 1967) Gladioly vo váze,NA,27,NA,3e3,NA,3 000 - 4 000 €,NA
RUTTKAY-NEDECKÝ VILIAM (1892 - 1967),Mačiatko,RUTTKAY-NEDECKÝ VILIAM (1892 - 1967) Mačiatko,NA,18,700,NA,NA,NA,NA
RUZICKA OTHMAR (1877 - 1962),Pri napájaní,RUZICKA OTHMAR (1877 - 1962) Pri napájaní,NA,187,500,500,NA,NA,0
SADOVSKÁ DOROTA  (1973),"Oko nikdy neklame, ani netvrdí pravdu IV.","SADOVSKÁ DOROTA  (1973) Oko nikdy neklame, ani netvrdí pravdu IV.",NA,92,NA,3900,NA,4 000 – 5 000 €,NA
SADOVSKÁ DOROTA (1973),"Oko nikdy neklame, ale nikdy netvrdí pravdu","SADOVSKÁ DOROTA (1973) Oko nikdy neklame, ale nikdy netvrdí pravdu",NA,89,NA,4e3,NA,"4 000,00 – 5 000,00 €",NA
SADOVSKÁ DOROTA (1973),"Oko nikdy neklame, ale nikdy netvrdí pravdu III.","SADOVSKÁ DOROTA (1973) Oko nikdy neklame, ale nikdy netvrdí pravdu III.",NA,96,NA,4e3,NA,"4 000,00 – 5 000,00 €",NA
SADOVSKÁ DOROTA (1973),Trikolóra,SADOVSKÁ DOROTA (1973) Trikolóra,NA,194,300,240,NA,NA,-60
SADOVSKÁ DOROTA (1973),Vznikanie (diptych),SADOVSKÁ DOROTA (1973) Vznikanie (diptych),NA,77,NA,21e3,NA,20 000 – 22 000 €,NA
SALAY GEJZA (1902 - 1963),Horská krajina,SALAY GEJZA (1902 - 1963) Horská krajina,NA,21,350,350,NA,NA,0
SALLABERT ERICH (XIX. - XX.),Zima v meste,SALLABERT ERICH (XIX. - XX.) Zima v meste,NA,177,600,NA,NA,NA,NA
ŠÁNDORA JÁN (1912 - 1997),Chalupy v zime,ŠÁNDORA JÁN (1912 - 1997) Chalupy v zime,NA,11,400,850,NA,NA,450
ŠÁNDORA JÁN (1912 - 1997),Krajina,ŠÁNDORA JÁN (1912 - 1997) Krajina,NA,47,600,NA,NA,NA,NA
ŠÁNDORA JÁN (1912 - 1997),Letná krajina,ŠÁNDORA JÁN (1912 - 1997) Letná krajina,NA,23,200,200,NA,NA,0
ŠÁNDORA JÁN (1912 - 1997),Matka s deťmi (Nad knihou),ŠÁNDORA JÁN (1912 - 1997) Matka s deťmi (Nad knihou),NA,8,900,900,NA,NA,0
ŠÁNDORA JÁN (1912 - 1997),Teplianka,ŠÁNDORA JÁN (1912 - 1997) Teplianka,NA,12,450,450,NA,NA,0
ŠÁTEKOVÁ IVANA (1984),"Z cyklu ""Tvorivé ženy"" II.","ŠÁTEKOVÁ IVANA (1984) Z cyklu ""Tvorivé ženy"" II.",NA,140A,100,100,NA,NA,0
ŠATEKOVÁ IVANA (1984),Z cyklu Tvorivé ženy,ŠATEKOVÁ IVANA (1984) Z cyklu Tvorivé ženy,NA,166,100,100,NA,NA,0
SATIN JOZEF (1913 - 1956),Jazero,SATIN JOZEF (1913 - 1956) Jazero,NA,14,100,400,NA,NA,300
SATIN JOZEF (1913 - 1956),Talianska krajina,SATIN JOZEF (1913 - 1956) Talianska krajina,NA,13,400,320,NA,NA,-80
SATIN JOZEF (1913 - 1956),Tatranská krajina,SATIN JOZEF (1913 - 1956) Tatranská krajina,NA,5,300,300,NA,NA,0
SATTLER HUBERT  - pripisované (1817 - 1904),Pohľad na Bratislavu,SATTLER HUBERT  - pripisované (1817 - 1904) Pohľad na Bratislavu,NA,63,4e3,9800,NA,NA,5800
SCHEUERER OTTO – PRIPISOVANÉ (1862 - 1934),Hydina pred domom,SCHEUERER OTTO – PRIPISOVANÉ (1862 - 1934) Hydina pred domom,NA,214,700,NA,NA,NA,NA
SCHEVERMANN A. (XIX.  - XX.),Zátišie,SCHEVERMANN A. (XIX.  - XX.) Zátišie,NA,160,400,NA,NA,NA,NA
SCHIAVONI NATALE  - PRIPISOVANÉ (1777 - 1858),Spiaca,SCHIAVONI NATALE  - PRIPISOVANÉ (1777 - 1858) Spiaca,NA,145,5e3,NA,NA,NA,NA
SCHIFFER ANTON  - PRIPISOVANÉ (1811 - 1876),Chata pri horskej rieke,SCHIFFER ANTON  - PRIPISOVANÉ (1811 - 1876) Chata pri horskej rieke,NA,181,3500,2800,NA,NA,-700
SCHILLEROVÁ GABRIELA (1924 - 1993),Bohatá kytica,SCHILLEROVÁ GABRIELA (1924 - 1993) Bohatá kytica,NA,38,400,450,NA,NA,50
SCHILLEROVÁ GABRIELA (1924 - 1993),Chryzantémy,SCHILLEROVÁ GABRIELA (1924 - 1993) Chryzantémy,NA,14,180,180,NA,NA,0
SCHILLEROVÁ GABRIELA (1924 - 1993),Jesenné gerbery,SCHILLEROVÁ GABRIELA (1924 - 1993) Jesenné gerbery,NA,21,350,500,NA,NA,150
SCHILLEROVÁ GABRIELA (1924 - 1993),Kytica v červenej váze,SCHILLEROVÁ GABRIELA (1924 - 1993) Kytica v červenej váze,NA,31,250,280,NA,NA,30
SCHILLEROVÁ GABRIELA (1924 - 1993),Kytica V.,SCHILLEROVÁ GABRIELA (1924 - 1993) Kytica V.,NA,21,300,350,NA,NA,50
SCHILLEROVÁ GABRIELA (1924 - 1993),Ležiace chryzantémy,SCHILLEROVÁ GABRIELA (1924 - 1993) Ležiace chryzantémy,NA,55,150,270,NA,NA,120
SCHILLEROVÁ GABRIELA (1924 - 1993),Zátišie s jabĺčkami,SCHILLEROVÁ GABRIELA (1924 - 1993) Zátišie s jabĺčkami,NA,15,280,280,NA,NA,0
SCHILLEROVÁ GABRIELA (1924 - 1993),Žltá kytica,SCHILLEROVÁ GABRIELA (1924 - 1993) Žltá kytica,NA,32,250,280,NA,NA,30
SCHINDLER  JAKOB EMIL - PRIPISOVANÉ (1842 - 1892),Lesná tôňa,SCHINDLER  JAKOB EMIL - PRIPISOVANÉ (1842 - 1892) Lesná tôňa,NA,192,2500,NA,NA,NA,NA
SCHMITZ GEORG. L. (1851 - 1917),Jazero so zámočkom,SCHMITZ GEORG. L. (1851 - 1917) Jazero so zámočkom,NA,211,1500,NA,NA,NA,NA
SCHMUTZLER LEOPOLD (1864 - 1941),Matka s dieťaťom,SCHMUTZLER LEOPOLD (1864 - 1941) Matka s dieťaťom,NA,210,1500,2300,NA,NA,800
SCHÖNIAN ALFRED (1856 - 1936),Diviaky v zime,SCHÖNIAN ALFRED (1856 - 1936) Diviaky v zime,NA,190,550,NA,NA,NA,NA
SCHOONJANS ANTON (1655 - 1726),"Portrét arcivojvodu Karla, budúceho cisára Karla VI","SCHOONJANS ANTON (1655 - 1726) Portrét arcivojvodu Karla, budúceho cisára Karla VI",NA,176,24e3,15e3,NA,NA,-9e3
SCHOONJANS ANTON (1655 - 1726),Portrét cisára Jozefa I,SCHOONJANS ANTON (1655 - 1726) Portrét cisára Jozefa I,NA,177,24e3,15e3,NA,NA,-9e3
SCHURMANN MAX (1890 - 1960),Akt ženy I,SCHURMANN MAX (1890 - 1960) Akt ženy I,NA,86,280,NA,NA,NA,NA
SCHURMANN MAX (1890 - 1960),Akt ženy II,SCHURMANN MAX (1890 - 1960) Akt ženy II,NA,85,280,NA,NA,NA,NA
SCHURMANN MAX (1890 - 1960),Bratislavská ulička (Klarisky),SCHURMANN MAX (1890 - 1960) Bratislavská ulička (Klarisky),NA,83,800,1250,NA,NA,450
SCHURMANN MAX (1890 - 1960),Kytica,SCHURMANN MAX (1890 - 1960) Kytica,NA,33,300,450,NA,NA,150
SCHURMANN MAX (1890 - 1960),Most pri Tisovci,SCHURMANN MAX (1890 - 1960) Most pri Tisovci,NA,15,NA,3e3,NA,2 000 – 3 000 €,NA
SCHURMANN MAX (1890 - 1960),Motív z Francúzska,SCHURMANN MAX (1890 - 1960) Motív z Francúzska,NA,78,NA,180,NA,NA,NA
SCHURMANN MAX (1890 - 1960),Nitra,SCHURMANN MAX (1890 - 1960) Nitra,NA,83,6e3,4800,NA,NA,-1200
SCHURMANN MAX (1890 - 1960),Pastier oviec pod Tatrami,SCHURMANN MAX (1890 - 1960) Pastier oviec pod Tatrami,NA,12,900,1650,NA,NA,750
SCHURMANN MAX (1890 - 1960),Pohľad na Bratislavský hrad,SCHURMANN MAX (1890 - 1960) Pohľad na Bratislavský hrad,NA,62,2e3,3200,NA,NA,1200
SCHURMANN MAX (1890 - 1960),Portrét dámy,SCHURMANN MAX (1890 - 1960) Portrét dámy,NA,84,500,400,NA,NA,-100
SCHURMANN MAX (1890 - 1960),Vnútroblok,SCHURMANN MAX (1890 - 1960) Vnútroblok,NA,87,800,650,NA,NA,-150
SCHUSTER JOSEF (1812 - 1890),Zátišie s bažantom,SCHUSTER JOSEF (1812 - 1890) Zátišie s bažantom,NA,182,1550,1200,NA,NA,-350
SCHUTZ J. G. (XIX. - XX.),Riečny prístav,SCHUTZ J. G. (XIX. - XX.) Riečny prístav,NA,183,1e3,2e3,NA,NA,1e3
SCHWANTHALER THOMAS - PRIPISOVANÉ (1634-1707),Madona s dieťaťom,SCHWANTHALER THOMAS - PRIPISOVANÉ (1634-1707) Madona s dieťaťom,NA,161,3e3,NA,NA,NA,NA
SEČANSKÝ ZOLTÁN (XX.),Krajina,SEČANSKÝ ZOLTÁN (XX.) Krajina,NA,35,300,300,NA,NA,0
SEDACIA SÚPRAVA Okolo 1925,"Sofa a dve kreslá, čalúnenie","SEDACIA SÚPRAVA Okolo 1925 Sofa a dve kreslá, čalúnenie",NA,268,500,800,NA,NA,300
SEDLÁK MARTIN (1978),Bez názvu,SEDLÁK MARTIN (1978) Bez názvu,NA,266,4500,NA,NA,NA,NA
SEGHERS GERARD – NASLEDOVNÍK (1591 - 1651),Madona s dieťaťom,SEGHERS GERARD – NASLEDOVNÍK (1591 - 1651) Madona s dieťaťom,NA,146,2e3,NA,NA,NA,NA
SEITZ GEORG - PRIPISOVANÉ (1810 - 1870),Zátišie s ovocím,SEITZ GEORG - PRIPISOVANÉ (1810 - 1870) Zátišie s ovocím,NA,215,1200,NA,NA,NA,NA
SEMIAN ERVÍN (1921 - 1965),Jabĺčka,SEMIAN ERVÍN (1921 - 1965) Jabĺčka,NA,134,1900,1500,NA,NA,-400
SEMIAN ERVÍN (1921 - 1965),Snívajúca žena,SEMIAN ERVÍN (1921 - 1965) Snívajúca žena,NA,116,500,500,NA,NA,0
ŠETELÍK JAROSLAV - PRIPISOVANÉ (1881 - 1955),Panoráma Prahy,ŠETELÍK JAROSLAV - PRIPISOVANÉ (1881 - 1955) Panoráma Prahy,NA,222,900,950,NA,NA,50
SIEMIRADZKI HENRIK IPPOLITOVIČ (1843-1902 - PODĽA),Alegória úrody,SIEMIRADZKI HENRIK IPPOLITOVIČ (1843-1902 - PODĽA) Alegória úrody,NA,179,2500,NA,NA,NA,NA
SIEMIRADZKI HENRYK IPPOLITOVICH - pripisované (1843 - 1902),Idyla,SIEMIRADZKI HENRYK IPPOLITOVICH - pripisované (1843 - 1902) Idyla,NA,168,1800,NA,NA,NA,NA
SIGETOVÁ AGNESA (1939 - 2004),Biliard,SIGETOVÁ AGNESA (1939 - 2004) Biliard,NA,59,NA,2500,NA,2 500 – 3 000 €,NA
SIGETOVÁ AGNEŠA (1939 - 2004),Chodci,SIGETOVÁ AGNEŠA (1939 - 2004) Chodci,NA,258,2500,NA,NA,NA,NA
SIGETOVÁ AGNEŠA (1939 - 2004),Hlava IV,SIGETOVÁ AGNEŠA (1939 - 2004) Hlava IV,NA,259,1500,1200,NA,NA,-300
SIGETOVÁ AGNESA (1939 - 2004),Protinožci,SIGETOVÁ AGNESA (1939 - 2004) Protinožci,NA,174,2900,2300,NA,NA,-600
